antecedents,consequents,case_count,support,confidence,lift
"frozenset({'LAMOTRIGINE', 'ZONISAMIDE'})",frozenset({'Maternal death'}),4,0.0006706908115358819,0.13793103448275862,91.40229885057472
"frozenset({'VALPROIC ACID', 'GABAPENTIN'})",frozenset({'Oxygen saturation decreased'}),4,0.0006706908115358819,0.16666666666666666,90.36363636363636
"frozenset({'GABAPENTIN', 'VANCOMYCIN'})",frozenset({'Diarrhoea'}),4,0.0006706908115358819,0.4444444444444445,106.02666666666667
"frozenset({'GABAPENTIN', 'OXCARBAZEPINE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.30769230769230765,4.432552954292085
"frozenset({'TOPIRAMATE', 'OXCARBAZEPINE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.13793103448275862,1.9870064967516243
"frozenset({'PHENYTOIN', 'ZOPICLONE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.4444444444444445,6.402576489533012
"frozenset({'IBUPROFEN', 'ZOPICLONE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.30769230769230765,4.432552954292085
"frozenset({'GABAPENTIN', 'ZOPICLONE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.13333333333333333,1.9207729468599035
"frozenset({'PREDNISOLONE', 'RITUXIMAB'})",frozenset({'Drug reaction with eosinophilia and systemic symptoms'}),4,0.0006706908115358819,0.23529411764705882,48.3894523326572
"frozenset({'AZATHIOPRINE', 'RITUXIMAB'})",frozenset({'Product use in unapproved indication'}),4,0.0006706908115358819,0.5714285714285714,48.0
"frozenset({'LAMOTRIGINE', 'ZONISAMIDE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.13793103448275862,1.9870064967516243
"frozenset({'OXCARBAZEPINE', 'PREGABALIN'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.14814814814814814,2.1341921631776706
"frozenset({'CARBAMAZEPINE', 'DIAZEPAM'})",frozenset({'Restlessness'}),4,0.0006706908115358819,0.14814814814814814,147.25925925925924
"frozenset({'PHENYTOIN', 'CARBAMAZEPINE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.11428571428571428,1.646376811594203
"frozenset({'TRIHEXYPHENIDYL', 'PRAMIPEXOLE'})",frozenset({'Somnolence'}),4,0.0006706908115358819,0.26666666666666666,31.184313725490195
"frozenset({'FINGOLIMOD', 'TERIFLUNOMIDE'})",frozenset({'Non-small cell lung cancer'}),4,0.0006706908115358819,0.36363636363636365,542.1818181818182
"frozenset({'ZOPICLONE', 'PREGABALIN'})",frozenset({'Fall'}),4,0.0006706908115358819,0.10526315789473684,11.845084409136046
"frozenset({'CANDESARTAN', 'CEFTRIAXONE'})",frozenset({'Cholestasis'}),4,0.0006706908115358819,0.5714285714285714,309.8181818181818
"frozenset({'VANCOMYCIN', 'LEVETIRACETAM'})",frozenset({'Linear IgA disease'}),4,0.0006706908115358819,1.0,1192.8
"frozenset({'MELATONIN', 'PREGABALIN'})",frozenset({'Mitral valve disease'}),4,0.0006706908115358819,0.30769230769230765,183.50769230769228
"frozenset({'TOPIRAMATE', 'PHENOBARBITAL'})",frozenset({'Hyponatraemia'}),4,0.0006706908115358819,0.19047619047619047,32.457142857142856
"frozenset({'CARBAMAZEPINE', 'LAMOTRIGINE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.11111111111111112,1.600644122383253
"frozenset({'MYCOPHENOLATE MOFETIL', 'LEVETIRACETAM'})",frozenset({'Adenovirus infection'}),4,0.0006706908115358819,0.25,298.2
"frozenset({'ACYCLOVIR', 'CEFTRIAXONE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.21052631578947367,3.032799389778795
"frozenset({'CARBAMAZEPINE', 'LACOSAMIDE'})",frozenset({'Drug reaction with eosinophilia and systemic symptoms'}),4,0.0006706908115358819,0.12121212121212122,24.927899686520377
"frozenset({'TOPIRAMATE', 'PROPRANOLOL'})",frozenset({'Diffuse axonal injury'}),4,0.0006706908115358819,0.21052631578947367,313.89473684210526
