Drug1,Drug2,PT,case_count,support,confidence,lift
CLOBAZAM,MELATONIN,Off label use,5,0.0008383635144198525,0.13157894736842105,3.325156110615522
CLOBAZAM,OXCARBAZEPINE,Drug ineffective,9,0.0015090543259557343,0.23076923076923075,3.3244147157190636
VALPROIC ACID,PHENOBARBITAL,Drug ineffective,5,0.0008383635144198525,0.2272727272727273,3.2740447957839267
VALPROIC ACID,LACOSAMIDE,Drug ineffective,18,0.0030181086519114686,0.22499999999999998,3.241304347826087
ACYCLOVIR,PREGABALIN,Drug ineffective,2,0.00033534540576794097,0.22222222222222224,3.201288244766506
RISPERIDONE,LEVETIRACETAM,Drug ineffective,2,0.00033534540576794097,0.22222222222222224,3.201288244766506
CARBAMAZEPINE,LACOSAMIDE,Drug ineffective,7,0.0011737089201877935,0.21212121212121213,3.055775142731665
ACYCLOVIR,CEFTRIAXONE,Drug ineffective,4,0.0006706908115358819,0.21052631578947367,3.032799389778795
CARBAMAZEPINE,CLOBAZAM,Off label use,3,0.0005030181086519115,0.12,3.032542372881356
CARBAMAZEPINE,TOPIRAMATE,Off label use,2,0.00033534540576794097,0.11764705882352941,2.9730807577268195
PHENYTOIN,PHENOBARBITAL,Off label use,2,0.00033534540576794097,0.11764705882352941,2.9730807577268195
DULOXETINE,AMANTADINE,Off label use,2,0.00033534540576794097,0.11764705882352941,2.9730807577268195
PHENOBARBITAL,LEVETIRACETAM,Drug ineffective,13,0.0021797451374916165,0.20634920634920637,2.9726247987117556
VALPROIC ACID,TOPIRAMATE,Drug ineffective,9,0.0015090543259557343,0.20454545454545453,2.9466403162055337
TOPIRAMATE,AMITRIPTYLINE,Drug ineffective,5,0.0008383635144198525,0.19999999999999998,2.881159420289855
PHENYTOIN,LEVETIRACETAM,Drug ineffective,17,0.002850435949027498,0.19999999999999998,2.881159420289855
RISPERIDONE,MEMANTINE,Drug ineffective,2,0.00033534540576794097,0.19999999999999998,2.881159420289855
PHENOBARBITAL,LEVETIRACETAM,Off label use,7,0.0011737089201877935,0.11111111111111112,2.8079096045197742
VALPROIC ACID,LEVETIRACETAM,Drug ineffective,27,0.004527162977867203,0.19424460431654678,2.798248357835471
OXCARBAZEPINE,LEVETIRACETAM,Drug ineffective,14,0.002347417840375587,0.1891891891891892,2.7254210732471607
MELATONIN,PHENOBARBITAL,Off label use,4,0.0006706908115358819,0.10526315789473684,2.660124888492417
VALPROIC ACID,HALOPERIDOL,Drug ineffective,4,0.0006706908115358819,0.18181818181818182,2.619235836627141
LAMOTRIGINE,HALOPERIDOL,Drug ineffective,2,0.00033534540576794097,0.18181818181818182,2.619235836627141
AMANTADINE,PRAMIPEXOLE,Off label use,3,0.0005030181086519115,0.10344827586206898,2.614260666277031
LACOSAMIDE,LEVETIRACETAM,Drug ineffective,52,0.008718980549966466,0.17993079584775087,2.592046537284991
VALPROIC ACID,CLOBAZAM,Drug ineffective,12,0.002012072434607646,0.17910447761194032,2.5801427644386767
LACOSAMIDE,OXCARBAZEPINE,Drug ineffective,8,0.0013413816230717639,0.17777777777777778,2.5610305958132047
PHENYTOIN,VALPROIC ACID,Drug ineffective,6,0.001006036217303823,0.17142857142857146,2.4695652173913047
GABAPENTIN,TOPIRAMATE,Drug ineffective,2,0.00033534540576794097,0.16666666666666666,2.4009661835748792
TOPIRAMATE,MEMANTINE,Drug ineffective,2,0.00033534540576794097,0.16666666666666666,2.4009661835748792
PHENYTOIN,CLOBAZAM,Drug ineffective,7,0.0011737089201877935,0.16279069767441862,2.3451297607010453
TOPIRAMATE,CLOBAZAM,Drug ineffective,10,0.001676727028839705,0.16129032258064516,2.323515661524077
CARBAMAZEPINE,CLOBAZAM,Drug ineffective,4,0.0006706908115358819,0.15999999999999998,2.304927536231884
ZOLPIDEM,PRAMIPEXOLE,Drug ineffective,3,0.0005030181086519115,0.15789473684210525,2.274599542334096
GABAPENTIN,PHENOBARBITAL,Drug ineffective,7,0.0011737089201877935,0.15555555555555556,2.240901771336554
PHENYTOIN,OXCARBAZEPINE,Drug ineffective,2,0.00033534540576794097,0.15384615384615383,2.2162764771460424
DULOXETINE,LEVETIRACETAM,Drug ineffective,2,0.00033534540576794097,0.15384615384615383,2.2162764771460424
CARBAMAZEPINE,ZONISAMIDE,Drug ineffective,2,0.00033534540576794097,0.15384615384615383,2.2162764771460424
CLOBAZAM,LEVETIRACETAM,Drug ineffective,26,0.004359490274983233,0.15294117647058825,2.2032395566922425
CLOBAZAM,BACLOFEN,Drug ineffective,7,0.0011737089201877935,0.14893617021276595,2.1455442491520196
PHENOBARBITAL,BACLOFEN,Drug ineffective,7,0.0011737089201877935,0.14893617021276595,2.1455442491520196
OXCARBAZEPINE,PREGABALIN,Drug ineffective,4,0.0006706908115358819,0.14814814814814814,2.1341921631776706
ZONISAMIDE,CLOBAZAM,Drug ineffective,4,0.0006706908115358819,0.14285714285714285,2.0579710144927534
VALPROIC ACID,ZONISAMIDE,Drug ineffective,2,0.00033534540576794097,0.14285714285714285,2.0579710144927534
CLOBAZAM,PHENOBARBITAL,Drug ineffective,10,0.001676727028839705,0.14084507042253522,2.028985507246377
LAMOTRIGINE,PRAMIPEXOLE,Drug ineffective,5,0.0008383635144198525,0.1388888888888889,2.000805152979066
TOPIRAMATE,OXCARBAZEPINE,Drug ineffective,4,0.0006706908115358819,0.13793103448275862,1.9870064967516243
LAMOTRIGINE,ZONISAMIDE,Drug ineffective,4,0.0006706908115358819,0.13793103448275862,1.9870064967516243
GABAPENTIN,CLOBAZAM,Drug ineffective,7,0.0011737089201877935,0.1346153846153846,1.939241917502787
CANDESARTAN,PREDNISOLONE,Drug ineffective,2,0.00033534540576794097,0.13333333333333333,1.9207729468599035
GABAPENTIN,ZOPICLONE,Drug ineffective,4,0.0006706908115358819,0.13333333333333333,1.9207729468599035
RISPERIDONE,RIVASTIGMINE,Drug ineffective,2,0.00033534540576794097,0.13333333333333333,1.9207729468599035
CLOBAZAM,MELATONIN,Drug ineffective,5,0.0008383635144198525,0.13157894736842105,1.8954996186117468
VALPROIC ACID,DIAZEPAM,Drug ineffective,5,0.0008383635144198525,0.13157894736842105,1.8954996186117468
MELATONIN,PHENOBARBITAL,Drug ineffective,5,0.0008383635144198525,0.13157894736842105,1.8954996186117468
VALPROIC ACID,CARBAMAZEPINE,Drug ineffective,3,0.0005030181086519115,0.13043478260869568,1.8790170132325146
GABAPENTIN,LACOSAMIDE,Drug ineffective,3,0.0005030181086519115,0.13043478260869568,1.8790170132325146
GABAPENTIN,DIAZEPAM,Drug ineffective,5,0.0008383635144198525,0.1282051282051282,1.8468970642883686
CARBAMAZEPINE,LEVETIRACETAM,Drug ineffective,7,0.0011737089201877935,0.12727272727272726,1.8334650856389987
MYCOPHENOLATE MOFETIL,AZATHIOPRINE,Drug ineffective,12,0.002012072434607646,0.12631578947368421,1.819679633867277
VALPROIC ACID,LAMOTRIGINE,Drug ineffective,7,0.0011737089201877935,0.125,1.8007246376811594
VALPROIC ACID,PREGABALIN,Drug ineffective,2,0.00033534540576794097,0.125,1.8007246376811594
LAMOTRIGINE,RISPERIDONE,Drug ineffective,6,0.001006036217303823,0.12,1.728695652173913
PREDNISOLONE,CYCLOSPORINE,Drug ineffective,20,0.00335345405767941,0.11976047904191617,1.7252451618502127
CANDESARTAN,TOPIRAMATE,Drug ineffective,2,0.00033534540576794097,0.11764705882352941,1.6947996589940324
CARBAMAZEPINE,TOPIRAMATE,Drug ineffective,2,0.00033534540576794097,0.11764705882352941,1.6947996589940324
LAMOTRIGINE,ZOLPIDEM,Drug ineffective,6,0.001006036217303823,0.11764705882352941,1.6947996589940324
PHENYTOIN,PHENOBARBITAL,Drug ineffective,2,0.00033534540576794097,0.11764705882352941,1.6947996589940324
MELATONIN,BACLOFEN,Drug ineffective,5,0.0008383635144198525,0.11627906976744186,1.6750926862150322
GABAPENTIN,BACLOFEN,Drug ineffective,12,0.002012072434607646,0.1142857142857143,1.646376811594203
PHENYTOIN,CARBAMAZEPINE,Drug ineffective,4,0.0006706908115358819,0.11428571428571428,1.646376811594203
VANCOMYCIN,CEFTRIAXONE,Drug ineffective,5,0.0008383635144198525,0.11363636363636365,1.6370223978919634
CARBAMAZEPINE,LAMOTRIGINE,Drug ineffective,4,0.0006706908115358819,0.11111111111111112,1.600644122383253
VALPROIC ACID,RISPERIDONE,Drug ineffective,5,0.0008383635144198525,0.11111111111111112,1.600644122383253
OXCARBAZEPINE,PHENOBARBITAL,Drug ineffective,2,0.00033534540576794097,0.11111111111111112,1.600644122383253
DULOXETINE,PREGABALIN,Drug ineffective,8,0.0013413816230717639,0.10526315789473684,1.5163996948893974
